id, duration, avgHeartRate, maxHeartRate, dateOfTraining, elevation, uphill, downhill, length_2d, length_3d, moving_time, stopped_time
Rider7, 7358, 110.74, 165, 2014-10-09 09:04:09, 1669.92, 838.26, 831.66, 26545.22, 26714.98, 7105.0, 253.0
Rider7, 10321, 110.52, 165, 2014-03-22 08:45:42, 1541.56, 779.38, 762.18, 27465.16, 27643.61, 7595.0, 2726.0
Rider7, 7238, 114.59, 156, 2014-10-07 08:52:29, 1689.48, 861.44, 828.04, 25934.37, 26087.67, 6790.0, 448.0
Rider7, 9783, 116.13, 156, 2013-10-05 08:53:55, 2113.28, 1065.94, 1047.34, 39345.88, 39497.81, 9408.0, 375.0
Rider7, 6867, 125.02, 173, 2013-07-14 08:00:17, 1731.44, 873.42, 858.02, 27182.39, 27317.13, 6847.0, 20.0
Rider7, 5437, 133.83, 160, 2013-03-11 13:51:07, 389.44, 192.12, 197.32, 45457.18, 45468.29, 5437.0, 0.0
Rider7, 5761, 112.23, 151, 2014-06-04 14:48:34, 818.72, 409.66, 409.06, 10207.87, 10300.22, 3693.0, 2068.0
Rider7, 7206, 119.11, 161, 2013-07-13 08:19:07, 1732.56, 869.18, 863.38, 31353.24, 31461.87, 6848.0, 358.0
Rider7, 9673, 114.22, 163, 2014-10-15 09:15:38, 2277.28, 1143.44, 1133.84, 33384.86, 33602.36, 9295.0, 378.0
Rider7, 7065, 125.62, 148, 2013-01-03 09:37:13, 736.4, 366.2, 370.2, 51362.46, 51386.53, 6792.0, 273.0
Rider7, 13102, 125.49, 155, 2014-01-22 10:16:47, 1508.8, 755.0, 753.8, 97039.98, 97092.07, 12896.0, 206.0
Rider7, 12628, 114.91, 158, 2014-06-28 08:10:17, 2888.88, 1458.24, 1430.64, 38142.51, 38434.04, 11775.0, 853.0
Rider7, 9707, 119.74, 163, 2014-03-02 09:20:29, 1242.76, 608.38, 634.38, 17435.41, 17577.23, 6357.0, 3350.0
Rider7, 11258, 144.14, 162, 2014-05-31 08:47:17, 2724.72, 1355.56, 1369.16, 55145.89, 55338.57, 11129.0, 129.0
Rider7, 5328, 118.87, 161, 2013-10-08 14:23:57, 1254.24, 613.62, 640.62, 21054.02, 21160.73, 5191.0, 137.0
Rider7, 9885, 118.13, 155, 2012-07-24 14:52:33, 1955.0, 907.7, 1047.3, 33689.68, 33962.14, 7351.0, 2534.0
Rider7, 3784, 92.57, 133, 2013-05-02 13:54:02, 515.16, 264.28, 250.88, 16097.28, 16158.76, 3323.0, 461.0
Rider7, 9492, 129.14, 149, 2014-02-13 10:39:23, 1043.16, 524.68, 518.48, 74621.81, 74656.01, 9396.0, 96.0
Rider7, 10963, 112.61, 166, 2014-06-26 08:07:17, 2320.0, 1164.4, 1155.6, 53614.51, 53754.37, 10860.0, 103.0
Rider7, 7471, 119.38, 151, 2014-04-11 09:50:26, 593.28, 295.64, 297.64, 58388.93, 58408.36, 7351.0, 120.0
Rider7, 5260, 111.31, 150, 2014-08-24 07:19:11, 1322.52, 658.76, 663.76, 20000.48, 20108.0, 5155.0, 105.0
Rider7, 8553, 120.44, 155, 2013-10-20 08:17:54, 1937.08, 972.14, 964.94, 36632.99, 36768.44, 8420.0, 133.0
Rider7, 5838, 113.92, 158, 2013-05-18 15:31:19, 1191.48, 597.94, 593.54, 13355.57, 13562.37, 5181.0, 657.0
