"";"Rider";"WeekOfYear";"mon_intensity";"mon_duration";"mon_hr";"tue_intensity";"tue_duration";"tue_hr";"wed_intensity";"wed_duration";"wed_hr";"thu_intensity";"thu_duration";"thu_hr";"fri_intensity";"fri_duration";"fri_hr";"sat_intensity";"sat_duration";"sat_hr";"sun_intensity";"sun_duration";"sun_hr";"weekIntensity";"weekDuration";"weekHearthrate";"weekOveral";"bestAtlethes"
"337";"Rider5";"21/2014";0;0;0;3;7431;141,58;2;10506;140,65;2;9487;139,8;0;0;0;2;5782;136,38;0;0;0;0,642857142857143;4,42392752464695;1,83512438791942;6,90190905542351;"good"
"338";"Rider2";"21/2014";0;0;0;2;6862;126,26;1;14145;104,06;2;7247;126,15;0;0;0;1;9288;111,22;1;10283;111,42;0,5;6,37156941113776;1,90315159880377;8,77472100994153;"good"
"339";"Rider1";"21/2014";2;9632;133,66;3;12724;142,02;0;0;0;3;10135;141,23;2;3745;129,85;3;5769;161,5;0;0;0;0,928571428571429;5,59618971489475;2,32758224062572;8,8523433840919;"good"
"340";"Rider4";"21/2014";1;9322;93,37;1;2802;86,59;0;0;0;1;13041;111,97;2;25369;131,9;2;15487;130,87;1;19683;113,01;0,571428571428571;11,4180655475619;2,19432120674357;14,1838153257341;"good"
"344";"Rider4";"2/2014";2;15016;122,46;2;17381;123,92;2;6344;127,07;1;13959;108,58;1;13421;110,76;2;20567;136,83;2;18350;120,09;0,857142857142857;13,9938715694111;2,79243484833547;17,6434492748895;"good"
"348";"Rider4";"6/2014";0;0;0;0;0;0;2;8538;121,63;2;14691;129,91;2;16276;122,17;2;17901;133,46;1;10365;109;0,642857142857143;9,0289102051692;2,0249433106576;11,6967106586839;"good"
"352";"Rider4";"3/2014";2;16548;118,04;2;2397;135,61;1;12758;113,79;2;15824;132,24;2;4857;137,36;1;16319;109,84;0;0;0;0,714285714285714;9,15307753796962;2,45450064083605;12,3218638930914;"good"
"353";"Rider7";"36/2013";2;5798;121,34;2;5998;121,24;2;5466;124,94;0;0;0;1;5972;117,15;0;0;0;0;0;0;0,5;3,09539035438316;1,592789772914;5,18818012729716;"good"
"356";"Rider2";"36/2013";0;0;0;1;9107;83,94;2;8102;128,44;0;0;0;2;4708;120,58;3;9252;148,59;0;0;0;0,571428571428571;4,1525446309619;1,58253639620099;6,30650959859146;"good"
"357";"Rider4";"36/2013";2;7799;126,37;2;14975;136,36;2;15014;120,89;2;18627;132,08;2;12919;136,31;0;0;0;2;18365;128,47;0,857142857142857;11,6838529176659;2,56492162082224;15,105917395631;"good"
